customer_id,first_name,last_name,full_name,email,phone,gender,age,date_of_birth,address_street,address_city,address_state,address_postal_code,address_country,segment,total_orders,total_spend,average_order_value,registration_date,last_purchase_date,is_active,email_verified,phone_verified,preferences_newsletter,preferences_sms_notifications,preferences_preferred_language,preferences_preferred_currency,metadata_source,metadata_created_at,metadata_updated_at,_source_file,_loaded_at
CUS-00000030,James,Silva,James Silva,james.silva584@outlook.com,,M,21,2005-02-03,3538 Lake Dr,Toronto,ON,M5V 2H1,Canada,PLATINUM,186,27917.53,1861.17,1534111200,2021-03-06,false,false,,false,true,ja,EUR,,2018-08-13T00:00:00,2019-11-15T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000031,Sarah,Smith,Sarah Smith,thomas.brown685@company.com,,MALE,,,1610 Elm Ave,Chicago,IL,60601,USA,gold,136,27553.17,1312.06,1668380400,2026-05-27,0,true,false,true,false,de,AUD,mobile_app,2022-11-14T00:00:00,2023-03-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000032,Christopher,Martinez,Christopher Martinez,christopher.martinez279@mail.com,+1-689-870-4665,Female,21,2005-02-03,6148 Main Dr,Tokyo,,100-0001,Japan,silver,166,33432.34,1857.35,2023-08-26,2029-01-31,1,true,,false,true,de,JPY,mobile_app,2023-08-26T00:00:00,2024-11-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000033,Wei,Silva,Wei Silva,wei.silva893@yahoo.com,6537135612,FEMALE,29,1997-02-05,7769 Hill St,Chicago,IL,60601,USA,Platinum,42,38160.17,1031.36,1535320800,2019-06-03,false,false,true,false,false,en,EUR,mobile_app,2018-08-27T00:00:00,2018-12-08T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000034,Joseph,Davis,Joseph Davis,joseph.davis960@gmail.com,UNLISTED,Other,77,1949-02-17,5652 Hill St,Los Angeles,CA,90001,USA,VIP,49,10982.61,784.47,2018-11-18T00:00:00,2022-08-20,false,false,false,false,true,zh,EUR,partner,2018-11-18T00:00:00,2019-05-02T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000035,Mary,Jones,Mary Jones,mary.jones302@company.com,7472103322,F,41,1985-02-08,4278 Hill Ave,Sydney,NSW,2000,Australia,SILVER,147,41706.2,1191.61,10-04-2023,2028-10-08,no,false,true,false,true,,,partner,2023-10-04T00:00:00,2024-02-05T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000036,Liam,Brown,Liam Brown,liam.brown182@mail.com,9367518023,Male,19,2007-02-03,6163 Elm St,Los Angeles,CA,90001,USA,Platinum,169,46912.81,4264.8,01/02/2023,2027-06-17,false,false,false,true,true,de,CAD,,2023-02-01T00:00:00,2023-08-07T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000037,James,Chen,James Chen,james.chen459@mail.com,,Male,22,2004-02-04,9916 Park Ln,Amsterdam,,1012 AB,Netherlands,Gold,139,27115.79,968.42,1703804400,2029-05-02,1,false,,true,false,ja,GBP,,2023-12-29T00:00:00,2024-11-05T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000038,Thomas,Patel,Thomas Patel,thomas.patel663@gmail.com,(293) 465-3933,,77,1949-02-17,8069 Hill Dr,Toronto,ON,M5V 2H1,Canada,Bronze,39,19053.39,476.33,1580770800,2024-02-16,yes,false,,true,true,fr,AUD,partner,2020-02-04T00:00:00,2020-05-14T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000039,Jessica,Johnson,Jessica Johnson,JessicaJohnson,UNLISTED,M,65,1961-02-14,8579 Hill Blvd,Amsterdam,,1012 AB,Netherlands,PLATINUM,152,6285.03,241.73,21/09/2021,2026-02-01,true,false,,false,true,zh,EUR,,2021-09-21T00:00:00,2023-01-21T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000040,Robert,Patel,Robert Patel,robert.patel868@mail.com,UNLISTED,Prefer not to say,85,1941-02-19,6063 Oak Ave,Sydney,NSW,2000,Australia,Gold,130,8634.27,1233.47,1577660400,2023-11-21,yes,false,false,true,false,ja,GBP,social_media,2019-12-30T00:00:00,2021-04-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000041,Priya,Patel,Priya Patel,priya.patel17@outlook.com,(398) 413-2965,male,57,1969-02-12,7434 Oak Rd,New York,NY,10001,USA,VIP,84,11839.1,910.7,2020-03-26,2022-04-10,false,true,false,true,false,de,CAD,partner,2020-03-26T00:00:00,2020-05-14T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000042,Linda,Tanaka,Linda Tanaka,LindaTanaka,(913) 985-2787,Male,34,1992-02-07,4452 River Ave,Sydney,NSW,2000,Australia,VIP,61,34819.14,1055.13,1650232800,2025-09-08,0,false,true,true,false,ja,,social_media,2022-04-18T00:00:00,2022-11-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000043,Mary,Chen,Mary Chen,mary.chen519@mail.com,UNLISTED,"",33,1993-02-06,7015 River St,Amsterdam,,1012 AB,Netherlands,Gold,35,35648.17,35648.17,2022-09-25,2023-06-15,true,true,false,false,true,ja,CAD,mobile_app,2022-09-25T00:00:00,2022-11-01T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000044,Linda,Jones,Linda Jones,linda.jones819@gmail.com,768.855.3984,Prefer not to say,46,1980-02-10,7227 Lake Ln,Paris,,75001,France,VIP,106,31017.12,3101.71,2023-10-31,2029-03-25,true,false,,true,false,fr,EUR,website,2023-10-31T00:00:00,2024-07-26T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000045,Michael,Garcia,Michael Garcia,michael.garcia828@mail.com,+1-404-721-3346,Female,69,1957-02-15,7472 Elm Ave,Toronto,ON,M5V 2H1,Canada,Platinum,90,35891.35,1157.79,2020-09-29T00:00:00,2021-09-02,0,false,,false,false,de,EUR,social_media,2020-09-29T00:00:00,2020-12-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000046,Priya,O'Brien,Priya O'Brien,priya.o'brien334@gmail.com,UNLISTED,Male,41,1985-02-08,5339 Elm Ave,Sydney,NSW,2000,Australia,Platinum,40,10792.67,291.69,1557525600,2020-07-28,false,false,true,true,false,,GBP,,2019-05-11T00:00:00,2020-07-21T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000047,Christopher,Williams,Christopher Williams,christopher.williams242@outlook.com,4735273001,FEMALE,50,1976-02-11,1909 Elm Blvd,Sydney,NSW,2000,Australia,Silver,155,,,1689199200,2025-05-24,no,true,true,true,false,en,EUR,website,2023-07-13T00:00:00,2023-12-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000048,Linda,Anderson,Linda Anderson,linda.anderson778@company.com,3379126968,,77,1949-02-17,9322 Forest Rd,New York,NY,10001,USA,Silver,176,13302.31,950.16,02-23-2024,2029-05-31,0,true,true,false,true,,,website,2024-02-23T00:00:00,2024-06-05T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000049,James,Rodriguez,James Rodriguez,james.rodriguez242@outlook.com,UNLISTED,F,42,1984-02-09,81 Hill Blvd,Amsterdam,,1012 AB,Netherlands,VIP,22,4669.13,333.51,1573945200,2024-09-28,no,true,,true,true,de,USD,,2019-11-17T00:00:00,2020-02-02T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000050,Marie,Jones,Marie Jones,marie.jones213@gmail.com,(254) 217-2462,Other,49,1977-02-10,3508 Main Rd,New York,NY,10001,USA,VIP,147,36163.82,2781.83,2019-05-11T00:00:00,2023-08-14,yes,false,true,true,true,de,CAD,,2019-05-11T00:00:00,2020-06-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000051,Elizabeth,Silva,Elizabeth Silva,elizabeth.silva154@gmail.com,(840) 637-3303,Female,66,1960-02-15,21 Park Ln,Chicago,IL,60601,USA,GOLD,171,41170.75,1112.72,1725746400,2030-02-10,0,true,,false,true,,USD,mobile_app,2024-09-08T00:00:00,2026-01-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000052,Joseph,Brown,Joseph Brown,joseph.brown283@yahoo.com,+1-596-414-3135,Other,28,1998-02-05,367 Hill Ave,Tokyo,,100-0001,Japan,Gold,34,27898.54,3099.84,05-20-2019,2022-11-08,false,false,false,false,true,,CAD,,2019-05-20T00:00:00,2020-04-12T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000053,James,Davis,James Davis,james.davis34@outlook.com,837.166.7076,Male,32,1994-02-06,1942 Oak St,Paris,,75001,France,Silver,54,42086.86,21043.43,2022-10-08T00:00:00,2025-05-10,false,true,false,false,false,,USD,social_media,2022-10-08T00:00:00,2022-12-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000054,Susan,Silva,Susan Silva,priya.patel17@outlook.com,5508211996,male,24,2002-02-04,5917 Lake Blvd,Los Angeles,CA,90001,USA,vip,77,22675.51,1744.27,2020-03-11T00:00:00,2021-06-23,true,true,,true,true,en,AUD,social_media,2020-03-11T00:00:00,2020-06-12T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000055,Barbara,Patel,Barbara Patel,barbara.patel693@mail.com,8215123565,male,-5,1998-09-13,6603 Hill Blvd,Paris,,75001,France,Platinum,26,17694.03,884.7,11-27-2022,2023-09-06,true,true,true,true,false,ja,JPY,,2022-11-27T00:00:00,2023-07-24T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000056,Patricia,Rodriguez,Patricia Rodriguez,patricia.rodriguez21@gmail.com,+1-765-169-5416,Prefer not to say,85,1941-02-19,3665 Oak Ave,Paris,,75001,France,VIP,119,14916.56,392.54,2024-11-05T00:00:00,2030-01-21,false,false,false,false,true,de,JPY,website,2024-11-05T00:00:00,2025-01-20T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000057,Michael,Dubois,Michael Dubois,michael.dubois976@outlook.com,,FEMALE,35,1991-02-07,836 Forest Dr,Amsterdam,,1012 AB,Netherlands,VIP,44,35588.77,5084.11,2019-04-12,2021-09-10,yes,true,true,true,false,en,,partner,2019-04-12T00:00:00,2020-08-07T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000058,Fatima,Williams,Fatima Williams,fatima.williams379@yahoo.com,UNLISTED,"",63,1963-02-14,3820 Forest Dr,Toronto,ON,M5V 2H1,Canada,Bronze,96,44713.47,1541.84,2018-05-06,2022-08-05,true,true,true,false,true,de,JPY,referral,2018-05-06T00:00:00,2019-01-03T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000059,Yuki,Williams,Yuki Williams,yuki.williams863@yahoo.com,,female,52,1974-02-11,3758 Oak Rd,Toronto,ON,M5V 2H1,Canada,Platinum,23,47166.34,1241.22,2019-09-09T00:00:00,2023-06-01,false,false,false,true,false,ja,CAD,mobile_app,2019-09-09T00:00:00,2019-12-08T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000060,Jessica,Martinez,Jessica Martinez,jessica.martinez572@mail.com,,M,31,1995-02-06,5826 Park Ln,London,,SW1A 1AA,United Kingdom,VIP,105,25609.45,1422.75,1608418800,2021-10-29,true,true,,true,false,ja,JPY,partner,2020-12-20T00:00:00,2021-12-11T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000061,Thomas,Davis,Thomas Davis,thomas.davis43@mail.com,(816) 689-2116,F,70,1956-02-16,7785 Hill St,Los Angeles,CA,90001,USA,Silver,88,30004.52,2500.38,30/07/2024,2029-06-22,true,false,false,true,false,fr,,,2024-07-30T00:00:00,2024-08-10T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000062,Emma,Garcia,Emma Garcia,emma.garcia929@outlook.com,4801287822,"",23,2003-02-04,47 Hill Blvd,Los Angeles,CA,90001,USA,Platinum,142,3313.41,331.34,2023-04-10,2026-08-09,1,true,false,false,false,ja,,website,2023-04-10T00:00:00,2024-05-17T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000063,Linda,Chen,Linda Chen,linda.chen190@mail.com,915.695.7485,Other,24,2002-02-04,2209 Elm St,Toronto,ON,M5V 2H1,Canada,VIP,176,4560.28,91.21,2022-04-11T00:00:00,2024-01-13,0,true,,false,true,fr,USD,website,2022-04-11T00:00:00,2022-12-09T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000064,John,Tanaka,John Tanaka,john.tanaka233@gmail.com,5354811914,male,50,1976-02-11,6166 Hill Ln,Sydney,NSW,2000,Australia,bronze,71,32820.4,683.76,1517439600,2019-10-05,yes,false,false,false,true,fr,,social_media,2018-02-01T00:00:00,2018-06-15T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000065,Jennifer,Smith,Jennifer Smith,jennifer.smith323@outlook.com,(515) 886-6225,MALE,55,1971-02-12,5473 River Ave,London,,SW1A 1AA,United Kingdom,Gold,14,39174.79,39174.79,2022-02-22T00:00:00,2024-06-28,true,true,true,true,true,fr,EUR,social_media,2022-02-22T00:00:00,2022-09-29T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000066,Liam,Dubois,Liam Dubois,liam.dubois319@company.com,UNLISTED,M,81,1945-02-18,3210 Oak Ave,Tokyo,,100-0001,Japan,Bronze,148,799.95,20.51,09-03-2018,2020-11-22,no,true,false,false,true,zh,JPY,referral,2018-09-03T00:00:00,2019-11-13T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000067,Jennifer,Tanaka,Jennifer Tanaka,jennifer.tanaka151@gmail.com,9706451787,male,47,1979-02-10,5932 Lake St,Toronto,ON,M5V 2H1,Canada,Silver,9,25727.1,584.71,2021-12-06T00:00:00,2025-01-20,1,false,,false,false,zh,JPY,referral,2021-12-06T00:00:00,2022-12-19T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000068,Robert,Miller,Robert Miller,robert.miller115@gmail.com,(829) 883-9048,Male,78,1948-02-18,8895 Main St,London,,SW1A 1AA,United Kingdom,SILVER,156,43387.11,1735.48,17/04/2021,2022-03-30,true,false,false,true,true,de,AUD,mobile_app,2021-04-17T00:00:00,2021-09-30T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000069,Marie,Patel,Marie Patel,marie.patel850@mail.com,727.170.7493,F,24,2002-02-04,8767 River Ln,Toronto,ON,M5V 2H1,Canada,Platinum,17,12742.43,411.05,1538431200,2020-03-20,false,false,,true,true,zh,CAD,,2018-10-02T00:00:00,2019-10-23T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000070,Emma,Chen,Emma Chen,emma.chen660@yahoo.com,800.640.9429,"",22,2004-02-04,9802 Hill Ln,Berlin,,10115,Germany,VIP,65,5277.47,439.79,05-26-2023,2024-10-26,true,true,,true,false,es,AUD,mobile_app,2023-05-26T00:00:00,2023-09-24T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000071,Christopher,Brown,Christopher Brown,christopher.brown116@yahoo.com,+1-360-680-4442,,23,2003-02-04,9780 Forest Ln,Los Angeles,CA,90001,USA,Silver,99,863.06,107.88,2018-03-03,2020-08-07,false,false,true,false,false,,USD,referral,2018-03-03T00:00:00,2018-04-03T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000072,Emma,Davis,Emma Davis,emma.davis297@mail.com,3994226068,female,150,1876-03-06,9640 Hill Blvd,Amsterdam,,1012 AB,Netherlands,bronze,20,9967.86,453.08,2021-07-19,2026-03-25,true,false,false,false,false,fr,USD,website,2021-07-19T00:00:00,2021-07-25T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000073,Liam,Kim,Liam Kim,liam.kim307@outlook.com,+1-430-388-1025,Other,69,1957-02-15,7523 Main Dr,Toronto,ON,M5V 2H1,Canada,Gold,60,21523.33,614.95,2018-03-03T00:00:00,2018-12-16,false,false,,false,true,fr,USD,referral,2018-03-03T00:00:00,2019-04-18T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000074,Christopher,Tanaka,Christopher Tanaka,christopher.tanaka372@yahoo.com,,Female,65,1961-02-14,7553 River Rd,Toronto,ON,M5V 2H1,Canada,platinum,131,-48890.0,,02-05-2020,2025-05-21,false,false,false,false,false,zh,USD,,2020-02-05T00:00:00,2021-02-21T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000075,Robert,Dubois,Robert Dubois,robert.dubois395@outlook.com,,M,64,1962-02-14,1725 River Ln,Sydney,NSW,2000,Australia,VIP,76,40567.58,1690.32,2021-10-01T00:00:00,2023-03-26,true,false,false,true,true,,AUD,mobile_app,2021-10-01T00:00:00,2021-12-04T00:00:00,customers.json,2026-02-10T22:25:28.068809
CUS-00000076,Priya,Wang,Priya Wang,ahmed.garcia622@yahoo.com,(847) 508-4597,FEMALE,-5,1998-09-13,8523 Elm Ave,London,,SW1A 1AA,United Kingdom,Gold,177,8922.38,524.85,2019-07-12T00:00:00,2021-05-13,false,true,true,false,true,de,AUD,referral,2019-07-12T00:00:00,2019-07-15T00:00:00,customers.json,2026-02-10T22:25:28.068809
