customer_id,full_name,first_name,last_name,email,phone,gender,age,date_of_birth,address_street,address_city,address_state,address_postal_code,address_country,segment,total_spend,registration_date,last_purchase_date,is_active,email_verified,phone_verified,preferences_newsletter,preferences_sms_notifications,preferences_preferred_language,preferences_preferred_currency,metadata_source,total_orders,average_order_value,metadata_created_at,metadata_updated_at,source_file,loaded_at
CUS-00000163,Karen O'Brien,Karen,O'Brien,,,f,56,1970-02-12,534 Lake Rd,New York,NY,10001,USA,VIP,29771.34,2019-02-28,2024-03-24,false,true,true,false,true,es,EUR,mobile_app,139,804.63,2019-02-28,2019-03-03,customers.json,2026-02-10T22:25:28.068809
CUS-00000342,Thomas O'Brien,Thomas,O'Brien,thomas.o'brien851@gmail.com,5118438965,female,31,1995-02-06,1408 Park Ave,Los Angeles,CA,90001,USA,Silver,9940.31,2018-07-05,2023-10-20,false,true,false,false,false,en,AUD,referral,81,242.45,2018-07-05,2019-02-02,customers.json,2026-02-10T22:25:28.068809
CUS-00000572,Barbara Wang,Barbara,Wang,barbara.wang9@company.com,UNLISTED,male,49,1977-02-10,574 Hill Ln,Amsterdam,,1012 AB,Netherlands,VIP,46642.24,2024-07-14,2025-05-18,false,false,true,false,false,zh,GBP,website,48,2120.1,2024-07-14,2025-09-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000416,Carlos Johnson,Carlos,Johnson,carlos.johnson812@yahoo.com,13058051218,,150,1876-03-06,570 Hill Ave,Paris,,75001,France,VIP,28217.95,2018-06-06,2020-05-27,false,false,false,true,false,ja,CAD,website,178,940.6,2018-06-06,2019-02-10,customers.json,2026-02-10T22:25:28.068809
CUS-00000661,Richard Jones,Richard,Jones,richard.jones493@outlook.com,5607648824,female,19,2007-02-03,7246 Forest Rd,Tokyo,,100-0001,Japan,Bronze,46083.3,2019-07-07,2024-08-23,false,false,,false,false,fr,CAD,mobile_app,105,1843.33,2019-07-07,2019-12-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000287,Carlos Williams,Carlos,Williams,carlos.williams450@yahoo.com,3509899023,male,72,1954-02-16,4609 Park Ln,Berlin,,10115,Germany,PLATINUM,10850.93,2023-11-18,,true,true,true,true,true,zh,EUR,mobile_app,153,638.29,2023-11-18,2024-03-10,customers.json,2026-02-10T22:25:28.068809
CUS-00000552,Linda Martinez,Linda,Martinez,linda.martinez995@mail.com,,male,85,1941-02-19,2633 Hill Dr,New York,NY,10001,USA,Silver,36962.33,2020-04-09,2022-05-22,false,false,,true,true,zh,JPY,website,119,770.05,2020-04-09,2020-07-25,customers.json,2026-02-10T22:25:28.068809
CUS-00000424,Thomas Silva,Thomas,Silva,thomas.silva858@gmail.com,7867043514,female,47,1979-02-10,4327 Main Blvd,Toronto,ON,M5V 2H1,Canada,Platinum,2299.56,2019-06-07,2020-04-30,false,true,false,true,false,ja,JPY,referral,4,121.03,2019-06-07,2020-01-28,customers.json,2026-02-10T22:25:28.068809
CUS-00000551,Marie Tanaka,Marie,Tanaka,marie.tanaka915@company.com,,female,25,2001-02-04,5244 Hill St,New York,NY,10001,USA,VIP,49624.85,2024-10-28,,false,false,true,true,true,,AUD,partner,64,1210.36,2024-10-28,2025-01-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000298,Hans Jones,Hans,Jones,william.brown538@mail.com,5679675922,other,82,1944-02-19,8275 River Blvd,Paris,,75001,France,Platinum,17086.22,2023-01-22,,false,true,true,false,false,zh,,referral,101,379.69,2023-01-22,2023-08-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000703,John Silva,John,Silva,john.silva39@mail.com,,other,35,1991-02-07,3301 Main Rd,Sydney,NSW,2000,Australia,PLATINUM,28220.52,2020-10-06,2021-07-04,true,true,false,true,true,de,GBP,social_media,87,28220.52,2020-06-10,2021-01-07,customers.json,2026-02-10T22:25:28.068809
CUS-00000177,Jennifer Dubois,Jennifer,Dubois,jennifer.dubois576@gmail.com,,f,29,1997-02-05,5355 Lake Ln,Paris,,75001,France,Platinum,10352.03,2019-12-04,2025-04-09,false,false,false,false,false,en,JPY,partner,164,265.44,2019-12-04,2020-03-04,customers.json,2026-02-10T22:25:28.068809
CUS-00000483,Richard Rodriguez,Richard,Rodriguez,richard.rodriguez252@mail.com,5046598117,female,66,1960-02-15,2290 Oak St,Berlin,,10115,Germany,Platinum,44304.08,2020-05-01,2023-12-26,true,false,false,false,true,ja,JPY,website,66,22152.04,2020-05-01,2020-06-17,customers.json,2026-02-10T22:25:28.068809
CUS-00000956,Robert Miller,Robert,Miller,robert.miller800@yahoo.com,6149356535,female,64,1962-02-14,3443 Elm St,New York,NY,10001,USA,Silver,46975.76,2023-01-04,,false,false,,true,true,es,CAD,,64,3355.41,2023-01-04,2024-04-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000478,Sarah Tanaka,Sarah,Tanaka,sarah.tanaka496@company.com,7766617789,"",77,1949-02-17,4674 Lake Ave,Los Angeles,CA,90001,USA,Bronze,,2019-04-16,2020-08-24,false,true,true,false,false,zh,JPY,partner,194,,2019-04-16,2020-01-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000003,Jessica Brown,Jessica,Brown,jessica.brown608@outlook.com,UNLISTED,f,69,1957-02-15,5068 River Ave,Paris,,75001,France,Platinum,34760.69,2018-12-05,2021-03-19,true,true,true,true,true,es,USD,social_media,62,1158.69,2018-05-12,2018-07-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000257,Linda Dubois,Linda,Dubois,linda.dubois752@company.com,UNLISTED,prefer not to say,68,1958-02-15,2646 Forest Blvd,Toronto,ON,M5V 2H1,Canada,Silver,27260.11,2024-01-02,2024-03-22,true,false,false,false,false,ja,,,45,717.37,2024-02-01,2024-10-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000168,Sarah Martinez,Sarah,Martinez,sarah.martinez282@company.com,7432969871,prefer not to say,45,1981-02-09,5225 River St,Tokyo,,100-0001,Japan,Bronze,24138.64,2019-06-12,2021-12-17,true,true,true,false,true,,USD,partner,150,928.41,2019-12-06,2020-03-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000275,Christopher Brown,Christopher,Brown,christopher.brown557@gmail.com,6578137561,male,75,1951-02-17,5173 Elm Ave,Sydney,NSW,2000,Australia,VIP,26055.96,2023-11-24,,false,false,,false,false,de,GBP,partner,28,814.25,2023-11-24,2024-12-05,customers.json,2026-02-10T22:25:28.068809
CUS-00000099,Michael Wang,Michael,Wang,michael.wang922@gmail.com,14501682879,male,27,1999-02-05,2860 Hill Ln,Sydney,NSW,2000,Australia,Silver,38619.9,2021-07-15,2021-08-11,true,true,,false,false,de,USD,referral,15,1170.3,2021-07-15,2022-07-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000419,Ahmed Johnson,Ahmed,Johnson,ahmed.johnson534@gmail.com,15999992024,m,47,1979-02-10,3969 Elm Ave,Berlin,,10115,Germany,GOLD,35963.65,2020-07-21,,true,true,true,false,false,zh,EUR,,186,781.82,2020-07-21,2020-09-14,customers.json,2026-02-10T22:25:28.068809
CUS-00000970,Jessica Williams,Jessica,Williams,jessica.williams320@outlook.com,19499416566,female,69,1957-02-15,2434 Oak Ln,New York,NY,10001,USA,BRONZE,32228.31,2023-03-31,2025-04-19,true,true,false,true,false,fr,AUD,,121,2685.69,2023-03-31,2024-07-19,customers.json,2026-02-10T22:25:28.068809
CUS-00000029,Marie Brown,Marie,Brown,marie.brown105@gmail.com,4963923978,prefer not to say,55,1971-02-12,9907 Forest St,Amsterdam,,1012 AB,Netherlands,Platinum,31207.59,2019-10-11,2023-01-25,false,false,,true,true,fr,AUD,website,134,1642.5,2019-11-10,2020-04-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000188,Sarah Williams,Sarah,Williams,sarah.williams329@gmail.com,6071489059,f,20,2006-02-03,9900 Elm Ave,New York,NY,10001,USA,Silver,35855.38,2024-08-04,,false,false,false,true,true,es,AUD,referral,21,1024.44,2024-08-04,2025-11-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000224,Priya Tanaka,Priya,Tanaka,priya.tanaka763@yahoo.com,8846911428,female,27,1999-02-05,3680 Oak St,Los Angeles,CA,90001,USA,VIP,29532.37,2022-05-30,,false,true,true,true,true,de,,mobile_app,101,894.92,2022-05-30,2023-01-27,customers.json,2026-02-10T22:25:28.068809
CUS-00000792,Linda Patel,Linda,Patel,linda.patel398@yahoo.com,UNLISTED,f,26,2000-02-05,6509 Elm Rd,Amsterdam,,1012 AB,Netherlands,Gold,30757.3,2018-02-25,2019-09-01,false,true,,false,true,de,GBP,website,115,961.17,2018-02-25,2019-06-28,customers.json,2026-02-10T22:25:28.068809
CUS-00000422,Richard Dubois,Richard,Dubois,richard.dubois389@company.com,6571803119,prefer not to say,68,1958-02-15,565 Forest Rd,London,,SW1A 1AA,United Kingdom,Silver,18027.39,2018-10-23,2023-01-06,true,true,true,true,true,,JPY,website,183,3004.57,2018-10-23,2019-03-14,customers.json,2026-02-10T22:25:28.068809
CUS-00000646,James Rodriguez,James,Rodriguez,james.rodriguez184@yahoo.com,14697789195,male,65,1961-02-14,1240 Forest Ln,Toronto,ON,M5V 2H1,Canada,Platinum,5834.66,2019-10-15,2020-04-30,true,true,false,false,false,,GBP,website,85,253.68,2019-10-15,2020-02-26,customers.json,2026-02-10T22:25:28.068809
CUS-00000454,Wei Jones,Wei,Jones,wei.jones806@gmail.com,13139384013,other,48,1978-02-10,3916 Main Ln,Sydney,NSW,2000,Australia,Gold,18960.63,2024-01-18,,false,true,false,true,true,zh,CAD,website,18,4740.16,2024-01-18,2024-09-23,customers.json,2026-02-10T22:25:28.068809
CUS-00000922,Joseph Johnson,Joseph,Johnson,joseph.johnson999@outlook.com,UNLISTED,other,55,1971-02-12,7610 Lake Ave,Los Angeles,CA,90001,USA,VIP,42794.99,2021-05-05,2022-08-27,false,false,,true,true,en,AUD,social_media,84,1156.62,2021-05-05,2021-12-05,customers.json,2026-02-10T22:25:28.068809
CUS-00000254,Jessica Jones,Jessica,Jones,jessica.jones434@company.com,15413703727,m,61,1965-02-13,8119 Oak Blvd,Toronto,ON,M5V 2H1,Canada,bronze,33343.66,2022-05-22,2022-11-14,false,true,false,false,true,de,AUD,,167,2564.9,2022-05-22,2023-06-16,customers.json,2026-02-10T22:25:28.068809
CUS-00000044,Linda Jones,Linda,Jones,linda.jones819@gmail.com,7688553984,prefer not to say,46,1980-02-10,7227 Lake Ln,Paris,,75001,France,VIP,31017.12,2023-10-31,,true,false,,true,false,fr,EUR,website,106,3101.71,2023-10-31,2024-07-26,customers.json,2026-02-10T22:25:28.068809
CUS-00000748,Christopher Garcia,Christopher,Garcia,christopher.garcia181@yahoo.com,7111792665,male,77,1949-02-17,2126 Oak St,Berlin,,10115,Germany,Gold,20612.14,2019-02-25,2020-01-06,true,true,false,false,true,es,GBP,,98,20612.14,2019-02-25,2019-09-25,customers.json,2026-02-10T22:25:28.068809
CUS-00000282,Linda Davis,Linda,Davis,linda.davis393@mail.com,UNLISTED,f,84,1942-02-19,3902 Lake Ave,Chicago,IL,60601,USA,Bronze,25643.75,2021-04-19,2022-06-05,true,false,,false,true,ja,JPY,referral,121,1068.49,2021-04-19,2022-06-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000875,Thomas Chen,Thomas,Chen,thomas.chen945@mail.com,UNLISTED,female,83,1943-02-19,6448 Elm St,London,,SW1A 1AA,United Kingdom,Bronze,7497.72,2020-06-10,2022-11-27,true,true,,true,true,en,,website,195,241.86,2020-06-10,2021-02-18,customers.json,2026-02-10T22:25:28.068809
CUS-00000569,Priya Dubois,Priya,Dubois,,13132598338,"",30,1996-02-06,6672 Forest Blvd,Tokyo,,100-0001,Japan,Silver,28495.02,2021-04-25,2022-12-18,true,true,,false,false,es,USD,social_media,35,2590.46,2021-04-25,2022-03-18,customers.json,2026-02-10T22:25:28.068809
CUS-00000550,Jessica Silva,Jessica,Silva,jessica.silva114@company.com,4886907786,,56,1970-02-12,8714 Elm Rd,Paris,,75001,France,Bronze,11482.53,2022-01-28,2024-07-24,true,true,,false,true,,USD,website,36,244.31,2022-01-28,2022-07-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000575,Hans Johnson,Hans,Johnson,hans.johnson386@outlook.com,19379438079,male,73,1953-02-16,4232 Elm Dr,Tokyo,,100-0001,Japan,VIP,6897.98,2022-08-27,,false,false,true,true,false,,,referral,30,689.8,2022-08-27,2023-07-11,customers.json,2026-02-10T22:25:28.068809
CUS-00000418,Richard Williams,Richard,Williams,richard.williams777@gmail.com,7617087767,female,64,1962-02-14,2165 Park St,New York,NY,10001,USA,Platinum,24906.95,2019-05-27,2019-08-26,true,false,true,true,false,es,GBP,,184,2490.7,2019-05-27,2019-12-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000869,Jennifer Patel,Jennifer,Patel,jennifer.patel890@gmail.com,UNLISTED,female,32,1994-02-06,3567 Elm St,Toronto,ON,M5V 2H1,Canada,Gold,14823.88,2022-12-12,2024-05-13,false,false,false,false,true,,GBP,website,195,1647.1,2022-12-12,2023-04-02,customers.json,2026-02-10T22:25:28.068809
CUS-00000392,Liam Chen,Liam,Chen,liam.chen859@mail.com,3153162873,f,42,1984-02-09,8715 Main St,London,,SW1A 1AA,United Kingdom,Platinum,27412.82,2022-10-21,2025-12-16,true,false,false,false,false,de,JPY,referral,67,609.17,2022-10-21,2023-07-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000969,Patricia Wang,Patricia,Wang,patricia.wang800@gmail.com,9063965598,other,31,1995-02-06,9435 Hill Dr,Tokyo,,100-0001,Japan,VIP,6335.3,2021-04-26,2025-01-12,true,true,,true,false,ja,CAD,social_media,72,186.33,2021-04-26,2022-03-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000390,Carlos Kim,Carlos,Kim,carlos.kim60@outlook.com,3553312232,male,74,1952-02-17,3080 Hill Ave,Sydney,NSW,2000,Australia,bronze,48622.37,2023-08-26,2023-12-16,false,true,true,false,false,de,AUD,social_media,16,1736.51,2023-08-26,2024-03-16,customers.json,2026-02-10T22:25:28.068809
CUS-00000394,Richard Williams,Richard,Williams,richard.williams529@gmail.com,,female,58,1968-02-13,9284 River Ln,Paris,,75001,France,Platinum,40357.39,2020-08-06,2024-05-22,true,true,true,true,true,ja,JPY,,106,1441.34,2020-08-06,2020-10-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000302,John Dubois,John,Dubois,john.dubois919@outlook.com,,male,50,1976-02-11,6657 River Rd,Tokyo,,100-0001,Japan,Platinum,41959.57,2019-10-03,2023-03-23,true,false,true,false,false,ja,AUD,social_media,19,839.19,2019-10-03,2020-02-01,customers.json,2026-02-10T22:25:28.068809
CUS-00000541,Hans Garcia,Hans,Garcia,hans.garcia285@mail.com,8828602763,,24,2002-02-04,7452 Main Blvd,Sydney,NSW,2000,Australia,PLATINUM,31586.4,2021-09-13,2026-02-03,false,true,false,false,true,ja,GBP,mobile_app,18,3509.6,2021-09-13,2022-10-27,customers.json,2026-02-10T22:25:28.068809
CUS-00000743,Karen Brown,Karen,Brown,karen.brown38@gmail.com,7171145327,female,41,1985-02-08,6196 River Blvd,New York,NY,10001,USA,VIP,12497.16,2021-07-18,2024-08-28,false,true,false,false,false,de,AUD,referral,93,265.9,2021-07-18,2021-07-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000579,Priya Smith,Priya,Smith,priya.smith767@yahoo.com,4841975618,"",72,1954-02-16,4211 Forest Blvd,London,,SW1A 1AA,United Kingdom,VIP,21376.26,2019-05-22,2019-09-01,true,true,true,true,false,en,AUD,mobile_app,166,521.37,2019-05-22,2020-02-06,customers.json,2026-02-10T22:25:28.068809
CUS-00000399,Christopher Brown,Christopher,Brown,christopher.brown427@gmail.com,3056969271,"",41,1985-02-08,7912 Lake Dr,Paris,,75001,France,Silver,33542.15,2023-06-28,,false,true,true,false,true,zh,EUR,referral,173,713.66,2023-06-28,2023-10-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000932,Marie Garcia,Marie,Garcia,marie.garcia495@outlook.com,18407091551,m,65,1961-02-14,8141 River Blvd,Paris,,75001,France,gold,21350.52,2021-05-04,2025-02-24,true,true,false,false,true,,AUD,mobile_app,40,1779.21,2021-05-04,2022-02-16,customers.json,2026-02-10T22:25:28.068809
CUS-00000760,Wei Kim,Wei,Kim,wei.kim289@outlook.com,6716362299,other,79,1947-02-18,324 Main Rd,Paris,,75001,France,VIP,30319.76,2021-04-02,2021-11-18,true,true,false,true,true,zh,USD,,66,797.89,2021-04-02,2022-06-06,customers.json,2026-02-10T22:25:28.068809
CUS-00000664,Susan Kim,Susan,Kim,susan.kim855@outlook.com,UNLISTED,f,76,1950-02-17,926 Forest Ave,Paris,,75001,France,Bronze,41076.15,2019-10-03,2022-11-02,true,false,false,true,true,zh,JPY,website,41,5868.02,2019-10-03,2020-08-19,customers.json,2026-02-10T22:25:28.068809
CUS-00000529,William O'Brien,William,O'Brien,william.o'brien632@mail.com,2001605296,other,43,1983-02-09,7899 Hill Ln,Paris,,75001,France,Platinum,44452.68,2019-11-08,2021-07-08,true,false,true,false,true,zh,JPY,,64,2020.58,2019-08-11,2019-11-04,customers.json,2026-02-10T22:25:28.068809
CUS-00000330,Ahmed Chen,Ahmed,Chen,ahmed.chen428@mail.com,UNLISTED,female,25,2001-02-04,6662 Oak Ln,London,,SW1A 1AA,United Kingdom,gold,35999.16,2022-08-07,2025-09-26,false,false,true,false,false,fr,CAD,website,80,1799.96,2022-07-08,2023-07-08,customers.json,2026-02-10T22:25:28.068809
CUS-00000805,Marie Johnson,Marie,Johnson,marie.johnson204@outlook.com,5295233758,male,28,1998-02-05,6629 River Blvd,Tokyo,,100-0001,Japan,Gold,529.99,2021-04-01,2023-01-05,true,false,false,true,true,en,,social_media,188,33.12,2021-01-04,2021-09-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000511,David Tanaka,David,Tanaka,david.tanaka236@gmail.com,7571282987,other,49,1977-02-10,9029 Main St,Sydney,NSW,2000,Australia,vip,6804.24,2022-09-20,2025-06-27,true,true,true,false,true,en,AUD,referral,199,154.64,2022-09-20,2022-12-21,customers.json,2026-02-10T22:25:28.068809
CUS-00000182,Ahmed Silva,Ahmed,Silva,ahmed.silva151@mail.com,14546307052,prefer not to say,80,1946-02-18,2854 Elm Ln,Tokyo,,100-0001,Japan,Platinum,26470.53,2022-10-07,2024-08-11,true,true,true,false,true,en,JPY,social_media,13,1557.09,2022-07-10,2023-01-29,customers.json,2026-02-10T22:25:28.068809
CUS-00000443,Jennifer Brown,Jennifer,Brown,jennifer.brown572@company.com,UNLISTED,m,78,1948-02-18,1532 Forest Dr,Amsterdam,,1012 AB,Netherlands,Bronze,2588.21,2019-01-11,2021-02-07,true,true,,true,true,zh,CAD,social_media,60,172.55,2019-01-11,2019-01-29,customers.json,2026-02-10T22:25:28.068809
CUS-00000670,Yuki Miller,Yuki,Miller,yuki.miller455@yahoo.com,2038879126,m,81,1945-02-18,3127 Hill Ave,Sydney,NSW,2000,Australia,Platinum,37137.86,2018-06-14,2023-08-20,true,false,false,false,true,,CAD,partner,100,1003.73,2018-06-14,2019-03-20,customers.json,2026-02-10T22:25:28.068809
CUS-00000838,William Kim,William,Kim,william.kim104@outlook.com,,,28,1998-02-05,4813 Elm St,Toronto,ON,M5V 2H1,Canada,Gold,44244.71,2022-06-02,2023-10-27,false,false,,false,false,fr,AUD,mobile_app,61,1134.48,2022-06-02,2023-04-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000432,William Chen,William,Chen,william.chen243@gmail.com,4356444537,male,53,1973-02-11,7778 Park Blvd,Tokyo,,100-0001,Japan,Silver,12421.35,2024-07-05,,false,false,true,false,true,es,,,54,3105.34,2024-07-05,2024-11-13,customers.json,2026-02-10T22:25:28.068809
CUS-00000938,Liam Anderson,Liam,Anderson,liam.anderson193@gmail.com,UNLISTED,female,58,1968-02-13,6996 Elm Blvd,New York,NY,10001,USA,Gold,37706.56,2023-11-18,,false,true,,true,false,fr,JPY,partner,28,897.78,2023-11-18,2024-08-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000798,Marie Dubois,Marie,Dubois,marie.dubois793@outlook.com,UNLISTED,female,55,1971-02-12,4723 Hill Blvd,Sydney,NSW,2000,Australia,BRONZE,3439.15,2019-04-24,2021-10-12,false,true,false,true,true,zh,CAD,,133,71.65,2019-04-24,2019-06-15,customers.json,2026-02-10T22:25:28.068809
CUS-00000005,Robert Davis,Robert,Davis,robert.davis619@mail.com,,"",43,1983-02-09,646 Forest Ln,London,,SW1A 1AA,United Kingdom,Silver,36840.45,2020-05-14,2025-05-09,false,true,false,false,true,de,AUD,,152,1023.35,2020-05-14,2021-09-20,customers.json,2026-02-10T22:25:28.068809
CUS-00000352,James Anderson,James,Anderson,james.anderson26@mail.com,9897557367,"",70,1956-02-16,6502 Hill Ln,Berlin,,10115,Germany,BRONZE,36500.29,2024-06-21,,false,false,,false,true,ja,,website,6,2607.16,2024-06-21,2024-09-18,customers.json,2026-02-10T22:25:28.068809
CUS-00000506,Jennifer Patel,Jennifer,Patel,jennifer.patel988@outlook.com,5874627768,"",83,1943-02-19,8188 Hill Dr,Paris,,75001,France,Silver,24779.26,2022-08-10,2022-12-27,false,false,false,false,true,en,,,173,991.17,2022-08-10,2023-11-24,customers.json,2026-02-10T22:25:28.068809
CUS-00000259,Carlos Kim,Carlos,Kim,carlos.kim495@outlook.com,7476458231,prefer not to say,52,1974-02-11,2965 Forest Dr,Toronto,ON,M5V 2H1,Canada,bronze,-32591.84,2022-10-22,,false,true,,true,true,,EUR,partner,126,,2022-10-22,2023-01-30,customers.json,2026-02-10T22:25:28.068809
CUS-00000978,Joseph Mueller,Joseph,Mueller,joseph.mueller880@yahoo.com,13309118120,"",46,1980-02-10,6539 Forest Ln,Los Angeles,CA,90001,USA,Silver,42398.58,2024-03-06,2024-06-19,false,false,true,true,true,,USD,referral,80,21199.29,2024-03-06,2024-09-28,customers.json,2026-02-10T22:25:28.068809
CUS-00000115,Ahmed Garcia,Ahmed,Garcia,ahmed.garcia382@gmail.com,,male,18,2008-02-03,2911 Forest Blvd,Los Angeles,CA,90001,USA,Gold,19503.7,2023-12-15,,false,false,,false,false,zh,JPY,referral,164,573.64,2023-12-15,2025-04-12,customers.json,2026-02-10T22:25:28.068809
CUS-00000313,Robert Johnson,Robert,Johnson,robert.johnson566@yahoo.com,7081825262,female,30,1996-02-06,2769 Park Blvd,Chicago,IL,60601,USA,Bronze,26135.27,2019-11-11,2025-04-29,false,false,false,false,false,en,CAD,partner,3,2010.41,2019-11-11,2019-11-16,customers.json,2026-02-10T22:25:28.068809
